timestamp,client_id,question_id,latency_ms
2025-04-04T18:32:01.118Z,4C7525CB8504_f8758f,m934eyky-m1xj,9
2025-04-04T18:32:01.122Z,E89F6D09C470_488f39,m934eyky-m1xj,12
2025-04-04T18:32:01.126Z,E89F6D093328_e54094,m934eyky-m1xj,16
2025-04-04T18:32:01.123Z,E89F6D0A6AD4_2e87fa,m934eyky-m1xj,13
2025-04-04T18:32:01.125Z,AC0BFB6F9C40_6a9a6e,m934eyky-m1xj,15

2025-04-04T19:56:25.737Z,SIMMAC0015_789695,m937edgd-fol4,3
2025-04-04T19:56:25.751Z,SIMMAC0041_00845d,m937edgd-fol4,4
2025-04-04T19:56:25.801Z,SIMMAC0063_673cca,m937edgd-fol4,3
2025-04-04T19:56:25.834Z,SIMMAC0019_cf6aaf,m937edgd-fol4,2
2025-04-04T19:56:25.845Z,SIMMAC0020_9c3a0e,m937edgd-fol4,3
2025-04-04T19:56:25.850Z,SIMMAC000B_19c771,m937edgd-fol4,4
2025-04-04T19:56:25.876Z,SIMMAC0000_baef53,m937edgd-fol4,2
2025-04-04T19:56:25.881Z,SIMMAC0017_735da1,m937edgd-fol4,2
2025-04-04T19:56:25.889Z,SIMMAC0043_5305df,m937edgd-fol4,8
2025-04-04T19:56:25.899Z,SIMMAC0030_10984a,m937edgd-fol4,5
2025-04-04T19:56:25.901Z,SIMMAC0026_3c3788,m937edgd-fol4,4
2025-04-04T19:56:25.920Z,SIMMAC002E_797919,m937edgd-fol4,5
2025-04-04T19:56:25.946Z,SIMMAC0038_742c7f,m937edgd-fol4,2
2025-04-04T19:56:25.979Z,SIMMAC0028_864116,m937edgd-fol4,3
2025-04-04T19:56:25.986Z,SIMMAC000A_77d69a,m937edgd-fol4,3
2025-04-04T19:56:26.001Z,SIMMAC005C_b118df,m937edgd-fol4,2
2025-04-04T19:56:26.018Z,SIMMAC0031_5d9bb5,m937edgd-fol4,4
2025-04-04T19:56:26.039Z,SIMMAC0013_4da714,m937edgd-fol4,3
2025-04-04T19:56:26.050Z,SIMMAC002B_d49b24,m937edgd-fol4,8
2025-04-04T19:56:26.058Z,SIMMAC0034_7665c2,m937edgd-fol4,7
2025-04-04T19:56:26.070Z,SIMMAC003A_341db2,m937edgd-fol4,13
2025-04-04T19:56:26.074Z,SIMMAC0054_f2ea2c,m937edgd-fol4,12
2025-04-04T19:56:26.092Z,SIMMAC0011_dfd27f,m937edgd-fol4,12
2025-04-04T19:56:26.109Z,SIMMAC0002_c30aca,m937edgd-fol4,17
2025-04-04T19:56:26.111Z,SIMMAC001C_51f96a,m937edgd-fol4,18
2025-04-04T19:56:26.127Z,SIMMAC005E_d969b3,m937edgd-fol4,21
2025-04-04T19:56:26.132Z,SIMMAC003D_00c179,m937edgd-fol4,14
2025-04-04T19:56:26.151Z,SIMMAC0052_5d2756,m937edgd-fol4,8
2025-04-04T19:56:26.165Z,SIMMAC0053_e5c549,m937edgd-fol4,13
2025-04-04T19:56:26.179Z,SIMMAC0014_cac682,m937edgd-fol4,8
2025-04-04T19:56:26.216Z,SIMMAC0056_bde848,m937edgd-fol4,3
2025-04-04T19:56:26.231Z,SIMMAC0039_d7037a,m937edgd-fol4,5
2025-04-04T19:56:26.234Z,SIMMAC003B_f03035,m937edgd-fol4,7
2025-04-04T19:56:26.266Z,SIMMAC0021_50b25f,m937edgd-fol4,5
2025-04-04T19:56:26.269Z,SIMMAC0007_c36a92,m937edgd-fol4,5
2025-04-04T19:56:26.277Z,SIMMAC0048_ceb869,m937edgd-fol4,3
2025-04-04T19:56:26.278Z,SIMMAC0059_8d4c7c,m937edgd-fol4,3
2025-04-04T19:56:26.289Z,SIMMAC0012_c1ad22,m937edgd-fol4,12
2025-04-04T19:56:26.304Z,SIMMAC0029_3f7f99,m937edgd-fol4,15
2025-04-04T19:56:26.311Z,SIMMAC0058_5abd04,m937edgd-fol4,7
2025-04-04T19:56:26.309Z,SIMMAC0049_6d0bd5,m937edgd-fol4,6
2025-04-04T19:56:26.323Z,SIMMAC0061_613ebc,m937edgd-fol4,9
2025-04-04T19:56:26.364Z,SIMMAC004A_7a8cc2,m937edgd-fol4,3
2025-04-04T19:56:26.376Z,SIMMAC0050_31c3d4,m937edgd-fol4,3
2025-04-04T19:56:26.415Z,SIMMAC000D_1fdc0b,m937edgd-fol4,9
2025-04-04T19:56:26.420Z,SIMMAC002C_df95ee,m937edgd-fol4,11
2025-04-04T19:56:26.436Z,SIMMAC0032_5830f7,m937edgd-fol4,24
2025-04-04T19:56:26.440Z,SIMMAC001A_6de61f,m937edgd-fol4,25
2025-04-04T19:56:26.441Z,SIMMAC0042_647875,m937edgd-fol4,23
2025-04-04T19:56:26.468Z,SIMMAC0027_340396,m937edgd-fol4,34
2025-04-04T19:56:26.481Z,SIMMAC004D_3cd0c7,m937edgd-fol4,18
2025-04-04T19:56:26.503Z,SIMMAC0055_5f8677,m937edgd-fol4,24
2025-04-04T19:56:26.504Z,SIMMAC0008_45b100,m937edgd-fol4,25
2025-04-04T19:56:26.510Z,SIMMAC0005_4166a0,m937edgd-fol4,16
2025-04-04T19:56:26.509Z,SIMMAC0001_06f70a,m937edgd-fol4,23
2025-04-04T19:56:26.554Z,SIMMAC0060_f3cacf,m937edgd-fol4,6
2025-04-04T19:56:26.568Z,SIMMAC0057_9d8ef6,m937edgd-fol4,3
2025-04-04T19:56:26.597Z,SIMMAC001E_bbbf96,m937edgd-fol4,2
2025-04-04T19:56:26.615Z,SIMMAC002D_234a20,m937edgd-fol4,1
2025-04-04T19:56:26.632Z,SIMMAC0003_91fa79,m937edgd-fol4,2
2025-04-04T19:56:26.662Z,SIMMAC002F_08a888,m937edgd-fol4,2
2025-04-04T19:56:26.667Z,SIMMAC0018_67c007,m937edgd-fol4,2
2025-04-04T19:56:26.683Z,SIMMAC0024_273d95,m937edgd-fol4,4
2025-04-04T19:56:26.690Z,SIMMAC002A_033a30,m937edgd-fol4,5
2025-04-04T19:56:26.691Z,SIMMAC004C_c21909,m937edgd-fol4,5
2025-04-04T19:56:26.700Z,SIMMAC0037_548ee5,m937edgd-fol4,6
2025-04-04T19:56:26.708Z,SIMMAC0023_e5d203,m937edgd-fol4,4
2025-04-04T19:56:26.786Z,SIMMAC000E_4c6c37,m937edgd-fol4,3
2025-04-04T19:56:26.816Z,SIMMAC0045_ea4f69,m937edgd-fol4,2
2025-04-04T19:56:26.826Z,SIMMAC0016_752535,m937edgd-fol4,2
2025-04-04T19:56:26.843Z,SIMMAC005F_5c10b4,m937edgd-fol4,1
2025-04-04T19:56:26.870Z,SIMMAC005B_c61e26,m937edgd-fol4,6
2025-04-04T19:56:26.874Z,SIMMAC0009_134e08,m937edgd-fol4,3
2025-04-04T19:56:26.891Z,SIMMAC0010_00d336,m937edgd-fol4,5
2025-04-04T19:56:26.892Z,SIMMAC0004_598d57,m937edgd-fol4,5
2025-04-04T19:56:26.906Z,SIMMAC003E_8b0e37,m937edgd-fol4,16
2025-04-04T19:56:26.927Z,SIMMAC0051_311402,m937edgd-fol4,22
2025-04-04T19:56:26.950Z,SIMMAC0036_b38386,m937edgd-fol4,9
2025-04-04T19:56:26.956Z,SIMMAC000C_b13715,m937edgd-fol4,14
2025-04-04T19:56:26.961Z,SIMMAC004F_6ebf8f,m937edgd-fol4,11
2025-04-04T19:56:26.962Z,SIMMAC0062_893f63,m937edgd-fol4,10
2025-04-04T19:56:26.990Z,SIMMAC001D_ecb8e6,m937edgd-fol4,16
2025-04-04T19:56:26.992Z,SIMMAC0046_bf4f67,m937edgd-fol4,8
2025-04-04T19:56:27.023Z,SIMMAC003F_b74aa5,m937edgd-fol4,14
2025-04-04T19:56:27.024Z,SIMMAC005A_937882,m937edgd-fol4,11
2025-04-04T19:56:27.033Z,SIMMAC0022_b38486,m937edgd-fol4,5
2025-04-04T19:56:27.042Z,SIMMAC0006_621524,m937edgd-fol4,3
2025-04-04T19:56:27.051Z,SIMMAC0040_8868c5,m937edgd-fol4,1
2025-04-04T19:56:27.062Z,SIMMAC001F_5d6be4,m937edgd-fol4,2
2025-04-04T19:56:27.072Z,SIMMAC0025_177ad3,m937edgd-fol4,2
2025-04-04T19:56:27.079Z,SIMMAC0033_7b7494,m937edgd-fol4,2
2025-04-04T19:56:27.092Z,SIMMAC000F_8daafc,m937edgd-fol4,2
2025-04-04T19:56:27.133Z,SIMMAC0035_8448a3,m937edgd-fol4,3
2025-04-04T19:56:27.137Z,SIMMAC001B_26e1bb,m937edgd-fol4,1
2025-04-04T19:56:27.155Z,SIMMAC0047_89f9bf,m937edgd-fol4,2
2025-04-04T19:56:27.156Z,SIMMAC0044_611f68,m937edgd-fol4,2
2025-04-04T19:56:27.177Z,SIMMAC005D_68005b,m937edgd-fol4,8
2025-04-04T19:56:27.180Z,SIMMAC003C_57d8fa,m937edgd-fol4,7
2025-04-04T19:56:27.202Z,SIMMAC004E_1bdf8b,m937edgd-fol4,5
2025-04-04T19:56:27.209Z,SIMMAC004B_02ba8a,m937edgd-fol4,7

2025-04-04T20:58:14.716Z,SIMMAC003A_ebba96,m939mguy-bec5,2
2025-04-04T20:58:14.733Z,SIMMAC001B_afb735,m939mguy-bec5,3
2025-04-04T20:58:14.745Z,SIMMAC0085_0d6529,m939mguy-bec5,11
2025-04-04T20:58:14.767Z,SIMMAC0079_dbd4b5,m939mguy-bec5,18
2025-04-04T20:58:14.771Z,SIMMAC0024_76eced,m939mguy-bec5,17
2025-04-04T20:58:14.796Z,SIMMAC0062_9fdfc5,m939mguy-bec5,30
2025-04-04T20:58:14.797Z,SIMMAC001C_db15d3,m939mguy-bec5,30
2025-04-04T20:58:14.805Z,SIMMAC0090_d760c4,m939mguy-bec5,27
2025-04-04T20:58:14.804Z,SIMMAC002D_8af645,m939mguy-bec5,27
2025-04-04T20:58:14.824Z,SIMMAC0025_7646a4,m939mguy-bec5,33
2025-04-04T20:58:14.831Z,SIMMAC0070_871d6d,m939mguy-bec5,29
2025-04-04T20:58:14.833Z,SIMMAC0036_680e51,m939mguy-bec5,21
2025-04-04T20:58:14.833Z,SIMMAC008F_e9ee23,m939mguy-bec5,27
2025-04-04T20:58:14.846Z,SIMMAC003B_7ca7b0,m939mguy-bec5,30
2025-04-04T20:58:14.853Z,SIMMAC0072_9479ba,m939mguy-bec5,22
2025-04-04T20:58:14.864Z,SIMMAC0089_b95e03,m939mguy-bec5,20
2025-04-04T20:58:14.866Z,SIMMAC003D_28961e,m939mguy-bec5,16
2025-04-04T20:58:14.867Z,SIMMAC0076_81475d,m939mguy-bec5,13
2025-04-04T20:58:14.884Z,SIMMAC0057_5aca89,m939mguy-bec5,23
2025-04-04T20:58:14.888Z,SIMMAC000F_a1e486,m939mguy-bec5,24
2025-04-04T20:58:14.900Z,SIMMAC0094_77de4d,m939mguy-bec5,12
2025-04-04T20:58:14.911Z,SIMMAC007C_17e39f,m939mguy-bec5,13
2025-04-04T20:58:14.912Z,SIMMAC0000_b30c19,m939mguy-bec5,13
2025-04-04T20:58:14.928Z,SIMMAC0069_1b315b,m939mguy-bec5,6
2025-04-04T20:58:14.933Z,SIMMAC004D_164460,m939mguy-bec5,7
2025-04-04T20:58:14.951Z,SIMMAC0039_8156c9,m939mguy-bec5,1
2025-04-04T20:58:14.959Z,SIMMAC0005_337722,m939mguy-bec5,2
2025-04-04T20:58:14.963Z,SIMMAC007A_1ed221,m939mguy-bec5,1
2025-04-04T20:58:14.983Z,SIMMAC000E_dc6d27,m939mguy-bec5,1
2025-04-04T20:58:14.984Z,SIMMAC006B_1dcc77,m939mguy-bec5,0
2025-04-04T20:58:14.991Z,SIMMAC0016_96f826,m939mguy-bec5,2
2025-04-04T20:58:14.996Z,SIMMAC000B_1870da,m939mguy-bec5,2
2025-04-04T20:58:15.008Z,SIMMAC0020_7a3e4e,m939mguy-bec5,4
2025-04-04T20:58:15.009Z,SIMMAC0050_b3e024,m939mguy-bec5,4
2025-04-04T20:58:15.009Z,SIMMAC008A_18a912,m939mguy-bec5,4
2025-04-04T20:58:15.015Z,SIMMAC007D_4199c2,m939mguy-bec5,6
2025-04-04T20:58:15.024Z,SIMMAC006C_a8eddd,m939mguy-bec5,4
2025-04-04T20:58:15.033Z,SIMMAC008C_8d5ab5,m939mguy-bec5,2
2025-04-04T20:58:15.037Z,SIMMAC0095_76f115,m939mguy-bec5,2
2025-04-04T20:58:15.045Z,SIMMAC005D_b58106,m939mguy-bec5,2
2025-04-04T20:58:15.046Z,SIMMAC0003_ec06ee,m939mguy-bec5,2
2025-04-04T20:58:15.058Z,SIMMAC0029_b6ae73,m939mguy-bec5,2
2025-04-04T20:58:15.086Z,SIMMAC0053_aeb251,m939mguy-bec5,2
2025-04-04T20:58:15.094Z,SIMMAC0065_50aba9,m939mguy-bec5,2
2025-04-04T20:58:15.099Z,SIMMAC006E_df9ee9,m939mguy-bec5,2
2025-04-04T20:58:15.108Z,SIMMAC0052_0b6440,m939mguy-bec5,1
2025-04-04T20:58:15.111Z,SIMMAC0071_02faa2,m939mguy-bec5,2
2025-04-04T20:58:15.118Z,SIMMAC001A_e53df7,m939mguy-bec5,2
2025-04-04T20:58:15.125Z,SIMMAC003E_e18da4,m939mguy-bec5,4
2025-04-04T20:58:15.124Z,SIMMAC0010_de98aa,m939mguy-bec5,4
2025-04-04T20:58:15.156Z,SIMMAC0017_671589,m939mguy-bec5,3
2025-04-04T20:58:15.168Z,SIMMAC0021_7fb864,m939mguy-bec5,3
2025-04-04T20:58:15.175Z,SIMMAC003C_a1671e,m939mguy-bec5,3
